pmcid,sentence,ner
PMC6821132,"In the former case, we would expect that the excess astrocytes in microglia-ablated mice should become mature, both molecularly and anatomically.","[(52, 61, 'astrocyte', 'CL')]"
PMC6821132,"First, we used electron microscopy to investigate the morphology of astrocytes in microglia-deficient Csf1r–/–mice (n > 100 astrocytes; N = 4 mutants).","[(68, 77, 'astrocyte', 'CL')]"
PMC6821132,"No degenerative changes in astrocyte morphology were evident; indeed, astrocytes were virtually indistinguishable from those in control mice (S7D Fig; compare with S3B Fig).","[(27, 36, 'astrocyte', 'CL')]"
PMC6821132,"Second, to investigate molecular and morphological differentiation, we stained microglia-ablated retinas for GFAP, a well-validated retinal astrocyte marker that is expressed at a late stage of their differentiation [28,30,33,58] (Fig 1H).","[(140, 149, 'astrocyte', 'CL')]"
PMC6821132,"Nearly all (>98.8%) Pax2+ or Sox9+ astrocytes co-expressed GFAP by P10, regardless of whether microglia had been ablated (Control, n = 2,642 astrocytes; DTR, n = 4,145 astrocytes; N = 3 animals per condition).","[(35, 44, 'astrocyte', 'CL')]"
PMC6821132,"Excess astrocytes also incorporated normally into the orderly mosaic of astrocyte cell bodies [30,59], suggesting that they engaged in normal repulsive interactions with their homotypic neighbors (S7A and S7B Fig).","[(7, 16, 'astrocyte', 'CL')]"
PMC6821132,"Furthermore, the GFAP+ arbor network covered significantly more area in animals lacking microglia (Figs 6F and 7G); the magnitude increase was similar to the increase in total astrocyte number (P10: 30% arbor area increase over littermate controls; 28% cell number increase).","[(176, 185, 'astrocyte', 'CL')]"
PMC6821132,This finding suggests that excess astrocytes undergo morphological differentiation.,"[(34, 43, 'astrocyte', 'CL')]"
PMC6821132,Together these results support the view that spared astrocytes are not corpses but rather have the capacity to develop normally.,"[(52, 61, 'astrocyte', 'CL')]"
PMC6821132,"(A,B) Example images (A) and quantification (B) of CC3+ astrocytes (arrows) in Csf1r–/–retina.","[(56, 65, 'astrocyte', 'CL')]"
PMC6821132,"Model (B, blue) shows expected density of CC3+ astrocytes under a scenario in which apoptosis occurs at a wild-type rate but no corpses are cleared (see Methods).","[(47, 56, 'astrocyte', 'CL')]"
PMC6821132,"(C,D) Non-professional phagocytes clear apoptotic corpses when microglia are absent.","[(23, 32, 'phagocyte', 'CL')]"
PMC6821132,"(C) En face view of Csf1r–/–retinal whole-mount (single optical plane) showing pyknotic bodies (arrows, Hoechst channel) surrounded by PDGFRα+ astrocyte processes resembling phagocytic cups.","[(143, 152, 'astrocyte', 'CL')]"
PMC6821132,These are largely apoptotic neurons or endothelial cells; few are astrocytes (B).,"[(39, 55, 'endothelial cell', 'CL'), (28, 34, 'neuron', 'CL')]"
PMC6821132,Pax2+ astrocyte debris localizes within PDGFRα+ astrocyte processes (arrows).,"[(6, 15, 'astrocyte', 'CL')]"
PMC6821132,"(G) Quantification of the percentage of Pax2+ debris localized to microglia, astrocytes, or other cell types in control mice and in Csf1r mutants (P5–P6).","[(77, 86, 'astrocyte', 'CL')]"
PMC6821132,Most Pax2+ debris is found within astrocytes when microglia are absent.,"[(34, 43, 'astrocyte', 'CL')]"
PMC6821132,"DT, diphtheria toxin; GCL, ganglion cell layer; NFL, nerve fiber layer; ns, not significant; PDGFR, platelet-derived growth factor receptor; RNFL, retinal nerve fiber layer.","[(100, 108, 'platelet', 'CL')]"
PMC6821132,We next investigated the functional role of microglia-mediated astrocyte death in retinal histogenesis.,"[(63, 72, 'astrocyte', 'CL')]"
PMC6821132,"It has previously been shown that an excess of astrocytes leads to retinal hemorrhage, likely due to the close developmental association between astrocytes and vasculature [22,32].","[(47, 56, 'astrocyte', 'CL')]"
PMC6821132,"In thin plastic sections from littermate controls (P6, Fig 6H and 6I, N = 3; P14, S7E Fig, N = 4), red blood cells (RBCs) were confined to the vasculature.","[(103, 113, 'blood cell', 'CL')]"
PMC6821132,"Ablation of microglia did not completely block astrocyte death; instead, death appeared to stop for approximately 2 days before resuming again at virtually the same rate as in controls (Fig 6E).","[(47, 56, 'astrocyte', 'CL')]"
PMC6821132,"A similar phenomenon was observed in Csf1r mutants: as astrocytes migrated centrifugally (Fig 1A), their arrival in a given retinal region was followed by an approximate 2-day period when astrocyte loss was impaired (S8A Fig).","[(55, 64, 'astrocyte', 'CL')]"
PMC6821132,"Subsequently, loss of astrocytes resumed with similar dynamics as controls, albeit with the decline curve shifted rightwards (S8A and S8B Fig).","[(22, 31, 'astrocyte', 'CL')]"
PMC6821132,These observations suggest that accumulation of excess astrocytes triggers compensatory death when microglia are absent.,"[(55, 64, 'astrocyte', 'CL')]"
PMC6821132,"First, we tested whether astrocyte apoptosis might become more frequent in the absence of microglia.","[(25, 34, 'astrocyte', 'CL')]"
PMC6821132,"At P6, the number of CC3+ astrocytes was elevated in Csf1r mutants (Fig 7A and 7B); however, this increase does not necessarily imply an increased apoptosis rate, because microglia are required for clearance of apoptotic corpses [51] (Fig 7D).","[(26, 35, 'astrocyte', 'CL')]"
PMC6821132,"If the CC3 phenotype is due solely to clearance defects, it should be possible to use the measured wild-type apoptosis rate (S3C Fig) to predict the number of uncleared CC3+ astrocytes remaining in mutants.","[(174, 183, 'astrocyte', 'CL')]"
PMC6821132,"By contrast, if the apoptosis rate has increased in mutants, a prediction based on the wild-type apoptosis rate should underestimate how many CC3+ astrocytes are found in mutants.","[(147, 156, 'astrocyte', 'CL')]"
PMC6821132,"Consistent with the first of these two possibilities, we found that the predicted and actual numbers of mutant CC3+ astrocytes were quite similar (Fig 7B).","[(116, 125, 'astrocyte', 'CL')]"
PMC6821132,"Further supporting this conclusion, CC3 staining in our acute DTR ablation model also failed to detect elevated astrocyte apoptosis rates (S8D Fig).","[(112, 121, 'astrocyte', 'CL')]"
PMC6821132,"In controls, most retinal CD45+ cells were microglia, but a small population of non-microglial CD45+ cells (<2,000 per retina) was present during the period of astrocyte death (Fig 7E; S8E Fig).","[(160, 169, 'astrocyte', 'CL')]"
PMC6821132,"Moreover, it is unlikely that the resident CD45+ cells were able to compensate on their own for the loss of microglia because we never observed any astrocyte material within these cells.","[(148, 157, 'astrocyte', 'CL')]"
PMC6821132,"Finally, we investigated a third possible route of compensatory astrocyte death: We asked whether microglia depletion might cause another retinal cell type to assume “death by phagocyte” functions.","[(64, 73, 'astrocyte', 'CL'), (138, 150, 'retinal cell', 'CL')]"
PMC6821132,"This is plausible because, in other contexts, non-professional phagocytes are able to take on engulfment responsibilities when professional phagocytes are absent [61,62].","[(63, 72, 'phagocyte', 'CL')]"
PMC6821132,"At least some of this compensatory corpse clearance was performed by RNFL astrocytes (Fig 7C; S9A Fig), raising the possibility that astrocytes might also take on other microglial phagocytic functions.","[(74, 83, 'astrocyte', 'CL')]"
PMC6821132,"Furthermore, ultrastructural analysis of astrocytes in microglia-deficient retinas revealed electron-dense structures resembling phagosomes [63] (S7D Fig).","[(41, 50, 'astrocyte', 'CL')]"
PMC6821132,"These structures were never observed in wild-type astrocytes (S3B Fig), suggesting that astrocytes increase their phagocytic capacity in the absence of microglia.","[(50, 59, 'astrocyte', 'CL')]"
PMC6821132,We therefore tested whether absence of microglia might cause astrocytes to phagocytose each other.,"[(61, 70, 'astrocyte', 'CL')]"
PMC6821132,"Using the Pax2 debris assay (Fig 4A and 4C), we found that dead astrocyte material was readily identifiable in Csf1r mutants (Fig 7F; S9B Fig).","[(64, 73, 'astrocyte', 'CL')]"
PMC6821132,"Unlike controls, in which Pax2 debris localized almost exclusively to microglia, debris in Csf1r–/–retina was largely found within PDGFRα+ astrocytes (Fig 7F and 7G; n = 564 debris puncta from 3 controls, 93% ± 2.9% in microglia; n = 111 debris puncta from 3 mutants; 80% ± 8.9% in astrocytes).","[(139, 148, 'astrocyte', 'CL')]"
PMC6821132,This finding suggests that astrocytes themselves are the major cellular effector of astrocyte engulfment when microglia are absent.,"[(27, 36, 'astrocyte', 'CL')]"
PMC6821132,Our results are consistent with a model whereby astrocytes compensate for microglial ablation by killing and engulfing each other (Fig 8).,"[(48, 57, 'astrocyte', 'CL')]"
PMC6821132,"Schematic illustrating the proposed mechanism of developmental astrocyte death, based on findings of this study.","[(63, 72, 'astrocyte', 'CL')]"
PMC6821132,"In wild-type mice (A), microglia (green) sense the number of astrocytes (red) within their local environment, perhaps due to expression of an astrocyte-derived pro-eating factor (gray shading; right panel).","[(61, 70, 'astrocyte', 'CL')]"
PMC6821132,"As astrocyte number falls, the amount of astrocyte-derived cue eventually becomes insufficient to stimulate microglia, thereby closing the death period (C).","[(3, 12, 'astrocyte', 'CL')]"
PMC6821132,"It has generally been assumed that developmental astrocyte death proceeds in a manner similar to neurons and oligodendrocytes, both of which die by apoptosis in large numbers [4,39].","[(49, 58, 'astrocyte', 'CL'), (97, 103, 'neuron', 'CL'), (109, 124, 'oligodendrocyte', 'CL')]"
PMC6821132,"However, these assumptions have rarely been tested in a quantitative manner; as a result, it remains unclear whether astrocytes are even subject to large-scale developmental death, let alone whether apoptosis is the mechanism.","[(117, 126, 'astrocyte', 'CL')]"
PMC6821132,"The number of astrocytes killed by microglia is remarkably large: it includes not only the >3-fold cell number decline between P5 and P14, but also a fraction of astrocytes that are consumed during their migratory period, prior to P5 (Fig 3E and Fig 4).","[(14, 23, 'astrocyte', 'CL')]"
PMC6821132,"Microglia are necessary for normal progression of astrocyte death, because death was reduced upon elimination of microglia from developing retina.","[(50, 59, 'astrocyte', 'CL')]"
PMC6821132,"Furthermore, we show that in the absence of microglia, astrocytes themselves become phagocytic and engulf their homotypic neighbors.","[(55, 64, 'astrocyte', 'CL')]"
PMC6821132,"Nevertheless, elimination of microglia halts death for approximately 2 days, long enough to produce an increase in the number of viable, differentiated astrocytes that persists until at least P21.","[(152, 161, 'astrocyte', 'CL')]"
PMC6821132,"This increase in astrocyte number may have functional consequences, because mice lacking microglia exhibit bleeding from the astrocyte-associated RNFL vasculature.","[(17, 26, 'astrocyte', 'CL')]"
PMC6821132,"Overall, these findings suggest that microglia-mediated death impacts the anatomy of the RNFL astrocyte network, and they raise the possibility that similar mechanisms may operate elsewhere in the CNS.","[(94, 103, 'astrocyte', 'CL')]"
PMC6821132,"Third, the frequency of observed astrocyte engulfment events is sufficient to explain the decline in astrocyte number.","[(33, 42, 'astrocyte', 'CL')]"
PMC6821132,"The phagocyte behavior we describe is fundamentally different from the well-described phenomenon of apoptotic corpse clearance, because interfering with phagocyte function does not typically rescue apoptotic cells from death [36] (S8C Fig).","[(4, 13, 'phagocyte', 'CL')]"
PMC6821132,"However, because we have yet to identify a phagocytosis pathway required for death, our data do not rule out a scenario in which microglia first kill astrocytes via a separate (non-apoptotic) pathway before immediately engulfing the doomed cells.","[(150, 159, 'astrocyte', 'CL')]"
PMC6821132,"There is precedent for the notion that microglia can mediate death by phagocyte, both in pathological contexts [15–17] and during development of cortical subventricular zone progenitors [18].","[(70, 79, 'phagocyte', 'CL')]"
PMC6821132,One important difference between astrocytes and these other two cell types is that astrocytes rarely undergo apoptosis (Fig 2).,"[(33, 42, 'astrocyte', 'CL')]"
PMC6821132,"By contrast, RGCs and cortical progenitors are both subject to significant apoptotic death [40,43], suggesting that death by phagocyte may play more of a complementary role.","[(125, 134, 'phagocyte', 'CL')]"
PMC6821132,"Retinal astrocytes provide the first example, to our knowledge, of a CNS cell type that uses death by phagocyte as its primary mechanism of naturally occurring developmental death.","[(102, 111, 'phagocyte', 'CL')]"
PMC6821132,Microglial killing of astrocytes is highly regulated—it occurs within a specific developmental epoch and produces a relatively consistent population size by adulthood.,"[(22, 31, 'astrocyte', 'CL')]"
PMC6821132,Our data suggest that microglia are driven to remove astrocytes due to signals derived from astrocytes themselves.,"[(53, 62, 'astrocyte', 'CL')]"
